Image Name,Image File Size,Compression Time,Compression Ratio,CQ_Algorithm,Max number of colors,Number of unique colors
bbd0291afe77c2f08da9a159e61458.jpeg,17465,-1.0,1.0,,-1,54010
bbd0291afe77c2f08da9a159e61458.jpeg,23008,0.0958967208862304,0.7590837969401947,Simple Color Reduction,64,43
bbd0291afe77c2f08da9a159e61458.jpeg,38338,11.60046100616455,0.4555532369972351,Image Dithering,64,53
bbd0291afe77c2f08da9a159e61458.jpeg,19353,8.77503490447998,0.9024440655195576,Median Cut,64,64
bbd0291afe77c2f08da9a159e61458.jpeg,20048,0.1237742900848388,0.8711592178770949,Octree,64,4
bbd0291afe77c2f08da9a159e61458.jpeg,20181,0.3347001075744629,0.8654179673950746,Simple Color Reduction,512,267
bbd0291afe77c2f08da9a159e61458.jpeg,26628,10.106292247772217,0.655888538380652,Image Dithering,512,300
bbd0291afe77c2f08da9a159e61458.jpeg,19357,26.58829092979431,0.902257581236762,Median Cut,512,93
bbd0291afe77c2f08da9a159e61458.jpeg,20097,0.1111149787902832,0.869035179380007,Octree,512,8
bbd0291afe77c2f08da9a159e61458.jpeg,18081,0.0774569511413574,0.9659310878823074,Simple Color Reduction,4096,1527
bbd0291afe77c2f08da9a159e61458.jpeg,18609,13.35837697982788,0.9385243699285292,Image Dithering,4096,1602
bbd0291afe77c2f08da9a159e61458.jpeg,19355,25.42570686340332,0.9023508137432188,Median Cut,4096,98
bbd0291afe77c2f08da9a159e61458.jpeg,20033,0.0911171436309814,0.8718115110068387,Octree,4096,16
bbd0291afe77c2f08da9a159e61458.jpeg,17653,0.0416851043701171,0.9893502520817992,Simple Color Reduction,32768,7439
bbd0291afe77c2f08da9a159e61458.jpeg,17536,14.696907997131348,0.9959511861313868,Image Dithering,32768,7609
bbd0291afe77c2f08da9a159e61458.jpeg,19355,38.636788845062256,0.9023508137432188,Median Cut,32768,100
bbd0291afe77c2f08da9a159e61458.jpeg,19687,0.1283211708068847,0.8871336414893076,Octree,32768,32
bbd0291afe77c2f08da9a159e61458.jpeg,17552,0.3177111148834228,0.9950432999088424,Simple Color Reduction,262144,23820
bbd0291afe77c2f08da9a159e61458.jpeg,17454,10.248270750045776,1.000630228027959,Image Dithering,262144,24149
bbd0291afe77c2f08da9a159e61458.jpeg,19355,55.23201274871826,0.9023508137432188,Median Cut,262144,100
bbd0291afe77c2f08da9a159e61458.jpeg,18874,0.198350191116333,0.9253470382536824,Octree,262144,64
bbd0291afe77c2f08da9a159e61458.jpeg,17484,0.4549448490142822,0.9989132921528254,Simple Color Reduction,2097152,46480
bbd0291afe77c2f08da9a159e61458.jpeg,17455,9.477389812469482,1.0005729017473504,Image Dithering,2097152,47490
bbd0291afe77c2f08da9a159e61458.jpeg,19355,58.28030490875244,0.9023508137432188,Median Cut,2097152,100
bbd0291afe77c2f08da9a159e61458.jpeg,18252,0.119258165359497,0.9568814376506684,Octree,2097152,128
bbd0291afe77c2f08da9a159e61458.jpeg,39252,0.4544379711151123,0.4449454804850708,Octree + WebP-100,2097152,41351
bbd0291afe77c2f08da9a159e61458.jpeg,98562,0.4447059631347656,0.1771981088046103,Octree + WebP-lossless,2097152,47378
