Image Name,Image File Size,Compression Time,Compression Ratio,CQ_Algorithm,Max number of colors,Number of unique colors
a4d79dd2549fc0468343a9679cb159.jpeg,37216,0.3058538436889648,1.3673688736027516,original + WebP-75,original,69398
a4d79dd2549fc0468343a9679cb159.jpeg,299418,0.5649023056030273,0.1699563820478394,original + WebP-lossless,original,89633
a4d79dd2549fc0468343a9679cb159.jpeg,2821,0.290194034576416,18.03899326479972,original + AVIF-10,original,62170
a4d79dd2549fc0468343a9679cb159.jpeg,5529,0.6392951011657715,9.20383432808826,original + AVIF-25,original,73063
a4d79dd2549fc0468343a9679cb159.jpeg,24752,0.6326301097869873,2.055914673561732,original + AVIF-50,original,84970
a4d79dd2549fc0468343a9679cb159.jpeg,48195,0.6734650135040283,1.0558771656810872,original + AVIF-75,original,86628
a4d79dd2549fc0468343a9679cb159.jpeg,48195,0.1359081268310547,1.0558771656810872,original + AVIF-lossless,original,86628
0b89e260a622e95d499106ead025fd.jpeg,806689,-1.0,1.0,,-1,454481
0b89e260a622e95d499106ead025fd.jpeg,154476,6.392468929290772,5.222099225769699,original + WebP-10,original,361495
0b89e260a622e95d499106ead025fd.jpeg,220434,1.2659389972686768,3.659548889917164,original + WebP-25,original,359648
0b89e260a622e95d499106ead025fd.jpeg,334072,1.1971969604492188,2.4147159893675614,original + WebP-50,original,354037
0b89e260a622e95d499106ead025fd.jpeg,457132,1.0256431102752686,1.7646740985098397,original + WebP-75,original,355587
0b89e260a622e95d499106ead025fd.jpeg,4754280,5.803012132644653,0.1696763758129517,original + WebP-lossless,original,488133
0b89e260a622e95d499106ead025fd.jpeg,46371,4.334190845489502,17.3964115503224,original + AVIF-10,original,438390
0b89e260a622e95d499106ead025fd.jpeg,77895,2.358332872390747,10.356107580717632,original + AVIF-25,original,437353
0b89e260a622e95d499106ead025fd.jpeg,285068,1.588169813156128,2.829812535956333,original + AVIF-50,original,441683
0b89e260a622e95d499106ead025fd.jpeg,690368,3.065903186798096,1.1684912973950126,original + AVIF-75,original,458419
0b89e260a622e95d499106ead025fd.jpeg,690368,0.7754108905792236,1.1684912973950126,original + AVIF-lossless,original,458419
fd592e19636c166904884964b7ec09.jpeg,15907,-1.0,1.0,,-1,8322
fd592e19636c166904884964b7ec09.jpeg,3988,1.2665390968322754,3.988716148445336,original + WebP-10,original,25984
fd592e19636c166904884964b7ec09.jpeg,5630,1.218179702758789,2.825399644760213,original + WebP-25,original,25737
fd592e19636c166904884964b7ec09.jpeg,8328,0.1206991672515869,1.9100624399615755,original + WebP-50,original,26074
fd592e19636c166904884964b7ec09.jpeg,10840,1.1526930332183838,1.4674354243542436,original + WebP-75,original,25547
fd592e19636c166904884964b7ec09.jpeg,86004,1.2927098274230957,0.1849565136505278,original + WebP-lossless,original,29747
fd592e19636c166904884964b7ec09.jpeg,1591,1.212355136871338,9.998114393463233,original + AVIF-10,original,26395
fd592e19636c166904884964b7ec09.jpeg,2319,0.362368106842041,6.859422164726175,original + AVIF-25,original,26643
fd592e19636c166904884964b7ec09.jpeg,6709,0.3162441253662109,2.370994186913102,original + AVIF-50,original,26487
fd592e19636c166904884964b7ec09.jpeg,14954,2.1072371006011963,1.0637287682225491,original + AVIF-75,original,27930
fd592e19636c166904884964b7ec09.jpeg,14954,0.2043321132659912,1.0637287682225491,original + AVIF-lossless,original,27930
5049a14b074e65639f875f08226c8d.jpeg,6017,-1.0,1.0,,-1,13436
5049a14b074e65639f875f08226c8d.jpeg,1364,0.0288670063018798,4.411290322580645,original + WebP-10,original,10960
5049a14b074e65639f875f08226c8d.jpeg,2050,1.6014420986175537,2.935121951219512,original + WebP-25,original,11053
5049a14b074e65639f875f08226c8d.jpeg,3210,4.383194923400879,1.874454828660436,original + WebP-50,original,11661
5049a14b074e65639f875f08226c8d.jpeg,4290,0.1435198783874511,1.4025641025641025,original + WebP-75,original,12325
5049a14b074e65639f875f08226c8d.jpeg,28540,0.7291038036346436,0.2108269096005606,original + WebP-lossless,original,14310
5049a14b074e65639f875f08226c8d.jpeg,692,2.0508649349212646,8.695086705202312,original + AVIF-10,original,9994
5049a14b074e65639f875f08226c8d.jpeg,1039,0.7339091300964355,5.791145332050048,original + AVIF-25,original,10836
5049a14b074e65639f875f08226c8d.jpeg,3280,4.580757141113281,1.8344512195121951,original + AVIF-50,original,12914
5049a14b074e65639f875f08226c8d.jpeg,5983,1.880911111831665,1.0056827678422195,original + AVIF-75,original,13870
5049a14b074e65639f875f08226c8d.jpeg,5983,0.7278878688812256,1.0056827678422195,original + AVIF-lossless,original,13870
d94eee82d914e359d68763ce559f75.jpeg,5879,-1.0,1.0,,-1,10645
d94eee82d914e359d68763ce559f75.jpeg,1886,0.5852017402648926,3.1171792152704136,original + WebP-10,original,7196
d94eee82d914e359d68763ce559f75.jpeg,2520,0.1854982376098632,2.332936507936508,original + WebP-25,original,7752
d94eee82d914e359d68763ce559f75.jpeg,3532,0.5043518543243408,1.664496036240091,original + WebP-50,original,8419
d94eee82d914e359d68763ce559f75.jpeg,4446,0.3346138000488281,1.3223121907332434,original + WebP-75,original,8708
d94eee82d914e359d68763ce559f75.jpeg,21816,2.2258851528167725,0.2694811147781444,original + WebP-lossless,original,10834
d94eee82d914e359d68763ce559f75.jpeg,1017,1.076894998550415,5.780727630285153,original + AVIF-10,original,1466
d94eee82d914e359d68763ce559f75.jpeg,1515,0.2833869457244873,3.880528052805281,original + AVIF-25,original,6672
d94eee82d914e359d68763ce559f75.jpeg,3662,0.4462900161743164,1.6054068814855271,original + AVIF-50,original,9000
d94eee82d914e359d68763ce559f75.jpeg,5767,0.4452919960021972,1.019420842725854,original + AVIF-75,original,10244
d94eee82d914e359d68763ce559f75.jpeg,5767,0.821174144744873,1.019420842725854,original + AVIF-lossless,original,10244
68bc999753e939834735e52a1bf49c.jpeg,6393,-1.0,1.0,,-1,15470
68bc999753e939834735e52a1bf49c.jpeg,1820,0.1865420341491699,3.5126373626373626,original + WebP-10,original,12268
68bc999753e939834735e52a1bf49c.jpeg,2682,1.5979530811309814,2.383668903803132,original + WebP-25,original,12629
68bc999753e939834735e52a1bf49c.jpeg,3776,0.0228681564331054,1.693061440677966,original + WebP-50,original,13351
68bc999753e939834735e52a1bf49c.jpeg,4828,0.6262199878692627,1.3241507870753937,original + WebP-75,original,13614
68bc999753e939834735e52a1bf49c.jpeg,28086,0.3779122829437256,0.227622302926725,original + WebP-lossless,original,15714
68bc999753e939834735e52a1bf49c.jpeg,936,0.6181490421295166,6.830128205128205,original + AVIF-10,original,10612
68bc999753e939834735e52a1bf49c.jpeg,1444,0.343693733215332,4.427285318559557,original + AVIF-25,original,12070
68bc999753e939834735e52a1bf49c.jpeg,3779,1.5012309551239014,1.6917173855517331,original + AVIF-50,original,14725
68bc999753e939834735e52a1bf49c.jpeg,6246,0.6175758838653564,1.0235350624399615,original + AVIF-75,original,15412
68bc999753e939834735e52a1bf49c.jpeg,6246,1.8285257816314695,1.0235350624399615,original + AVIF-lossless,original,15412
7c3ede2271425b61f32e1a616ece5e.jpeg,26008,-1.0,1.0,,-1,67149
7c3ede2271425b61f32e1a616ece5e.jpeg,5208,1.055022954940796,4.993855606758832,original + WebP-10,original,62535
7c3ede2271425b61f32e1a616ece5e.jpeg,6882,0.3209741115570068,3.77913397268236,original + WebP-25,original,58675
7c3ede2271425b61f32e1a616ece5e.jpeg,9556,0.340825080871582,2.7216408539137715,original + WebP-50,original,55749
7c3ede2271425b61f32e1a616ece5e.jpeg,12718,0.1025662422180175,2.044975625098286,original + WebP-75,original,55289
7c3ede2271425b61f32e1a616ece5e.jpeg,155764,0.72340989112854,0.1669705451837395,original + WebP-lossless,original,69165
7c3ede2271425b61f32e1a616ece5e.jpeg,2269,0.5623691082000732,11.462318201851035,original + AVIF-10,original,64380
7c3ede2271425b61f32e1a616ece5e.jpeg,3073,0.8953783512115479,8.463390823299708,original + AVIF-25,original,63490
7c3ede2271425b61f32e1a616ece5e.jpeg,6904,1.456313133239746,3.767091541135573,original + AVIF-50,original,64598
7c3ede2271425b61f32e1a616ece5e.jpeg,19413,0.7417209148406982,1.3397208056457013,original + AVIF-75,original,66230
7c3ede2271425b61f32e1a616ece5e.jpeg,19413,0.4472842216491699,1.3397208056457013,original + AVIF-lossless,original,66230
d1b4593705f6ff1b4fa520c6b067b1.jpeg,145025,-1.0,1.0,,-1,120315
d1b4593705f6ff1b4fa520c6b067b1.jpeg,21004,2.23750901222229,6.904637211959627,original + WebP-10,original,103601
d1b4593705f6ff1b4fa520c6b067b1.jpeg,29304,1.6324312686920166,4.948983073983074,original + WebP-25,original,101699
d1b4593705f6ff1b4fa520c6b067b1.jpeg,45668,0.3786439895629883,3.175637207672769,original + WebP-50,original,98534
d1b4593705f6ff1b4fa520c6b067b1.jpeg,68542,1.194324970245361,2.115855971521111,original + WebP-75,original,98058
d1b4593705f6ff1b4fa520c6b067b1.jpeg,933140,2.362147092819214,0.1554161219109672,original + WebP-lossless,original,132163
d1b4593705f6ff1b4fa520c6b067b1.jpeg,6335,10.540191173553469,22.892659826361484,original + AVIF-10,original,111539
d1b4593705f6ff1b4fa520c6b067b1.jpeg,9545,1.92782998085022,15.193818753273966,original + AVIF-25,original,109263
d1b4593705f6ff1b4fa520c6b067b1.jpeg,31897,0.3358588218688965,4.54666583064238,original + AVIF-50,original,112538
d1b4593705f6ff1b4fa520c6b067b1.jpeg,123307,0.4064178466796875,1.176129497919826,original + AVIF-75,original,121693
d1b4593705f6ff1b4fa520c6b067b1.jpeg,123307,0.4520971775054931,1.176129497919826,original + AVIF-lossless,original,121693
9029dcd8a93950742b1a75cc03f528.jpeg,82715,-1.0,1.0,,-1,42669
9029dcd8a93950742b1a75cc03f528.jpeg,17792,3.8041000366210938,4.648999550359712,original + WebP-10,original,37148
9029dcd8a93950742b1a75cc03f528.jpeg,24364,0.8397619724273682,3.3949679855524546,original + WebP-25,original,37176
9029dcd8a93950742b1a75cc03f528.jpeg,35244,4.09688925743103,2.3469242991714903,original + WebP-50,original,36559
9029dcd8a93950742b1a75cc03f528.jpeg,46864,0.6314170360565186,1.7650008535336292,original + WebP-75,original,35789
9029dcd8a93950742b1a75cc03f528.jpeg,442420,1.065589189529419,0.1869603544143574,original + WebP-lossless,original,43746
9029dcd8a93950742b1a75cc03f528.jpeg,6643,2.040205955505371,12.451452656932108,original + AVIF-10,original,32537
9029dcd8a93950742b1a75cc03f528.jpeg,9715,1.4809939861297607,8.514153371075656,original + AVIF-25,original,35674
9029dcd8a93950742b1a75cc03f528.jpeg,28640,1.782181978225708,2.8880935754189943,original + AVIF-50,original,38944
9029dcd8a93950742b1a75cc03f528.jpeg,64284,3.655042886734009,1.2867120901001805,original + AVIF-75,original,41142
9029dcd8a93950742b1a75cc03f528.jpeg,64284,2.5635440349578857,1.2867120901001805,original + AVIF-lossless,original,41142
b1e3e23f69f349a75724cb67517f5b.jpeg,43885,-1.0,1.0,,-1,82636
b1e3e23f69f349a75724cb67517f5b.jpeg,9982,1.678719997406006,4.396413544379884,original + WebP-10,original,71271
b1e3e23f69f349a75724cb67517f5b.jpeg,14540,0.7948470115661621,3.018225584594223,original + WebP-25,original,69228
b1e3e23f69f349a75724cb67517f5b.jpeg,21438,0.7720129489898682,2.0470659576453025,original + WebP-50,original,68776
b1e3e23f69f349a75724cb67517f5b.jpeg,28866,0.7748510837554932,1.5203006997852144,original + WebP-75,original,69379
b1e3e23f69f349a75724cb67517f5b.jpeg,244098,8.293072938919067,0.1797843489090447,original + WebP-lossless,original,82898
b1e3e23f69f349a75724cb67517f5b.jpeg,3519,0.4582889080047607,12.470872406933788,original + AVIF-10,original,71519
b1e3e23f69f349a75724cb67517f5b.jpeg,5720,1.1935319900512695,7.672202797202797,original + AVIF-25,original,74286
b1e3e23f69f349a75724cb67517f5b.jpeg,19872,1.126328945159912,2.208383655394525,original + AVIF-50,original,77494
b1e3e23f69f349a75724cb67517f5b.jpeg,41419,0.2544083595275879,1.059537893237403,original + AVIF-75,original,79485
b1e3e23f69f349a75724cb67517f5b.jpeg,41419,1.4308209419250488,1.059537893237403,original + AVIF-lossless,original,79485
b87c92295b89df6e1e721637c40fe5.jpeg,14582,-1.0,1.0,,-1,24850
b87c92295b89df6e1e721637c40fe5.jpeg,3072,0.9118039608001708,4.746744791666667,original + WebP-10,original,21199
b87c92295b89df6e1e721637c40fe5.jpeg,4306,3.6828017234802246,3.3864375290292617,original + WebP-25,original,20522
b87c92295b89df6e1e721637c40fe5.jpeg,6264,1.8610942363739011,2.327905491698595,original + WebP-50,original,20350
b87c92295b89df6e1e721637c40fe5.jpeg,8324,1.000640869140625,1.7518020182604517,original + WebP-75,original,20463
b87c92295b89df6e1e721637c40fe5.jpeg,72474,0.9990949630737304,0.2012031901095565,original + WebP-lossless,original,24935
b87c92295b89df6e1e721637c40fe5.jpeg,1337,1.6858727931976318,10.906507105459983,original + AVIF-10,original,18936
b87c92295b89df6e1e721637c40fe5.jpeg,2018,2.032720804214477,7.225966303270565,original + AVIF-25,original,18969
b87c92295b89df6e1e721637c40fe5.jpeg,5445,10.330060005187988,2.678053259871441,original + AVIF-50,original,21634
b87c92295b89df6e1e721637c40fe5.jpeg,12452,1.984227180480957,1.1710568583360104,original + AVIF-75,original,23470
b87c92295b89df6e1e721637c40fe5.jpeg,12452,1.69659423828125,1.1710568583360104,original + AVIF-lossless,original,23470
b1d7cecbb0ad1ee3781aae955f9509.jpeg,123268,-1.0,1.0,,-1,154433
b1d7cecbb0ad1ee3781aae955f9509.jpeg,25448,0.9103338718414308,4.843917007230431,original + WebP-10,original,122536
b1d7cecbb0ad1ee3781aae955f9509.jpeg,36696,1.3053228855133057,3.359167211685197,original + WebP-25,original,119836
b1d7cecbb0ad1ee3781aae955f9509.jpeg,54636,0.5939018726348877,2.2561680942968008,original + WebP-50,original,118879
b1d7cecbb0ad1ee3781aae955f9509.jpeg,73440,0.3147182464599609,1.6784858387799564,original + WebP-75,original,119088
b1d7cecbb0ad1ee3781aae955f9509.jpeg,773160,1.2969598770141602,0.159434011071447,original + WebP-lossless,original,154836
b1d7cecbb0ad1ee3781aae955f9509.jpeg,8269,0.8624391555786133,14.907243923086224,original + AVIF-10,original,137944
b1d7cecbb0ad1ee3781aae955f9509.jpeg,14287,1.0055608749389648,8.627983481486666,original + AVIF-25,original,142803
b1d7cecbb0ad1ee3781aae955f9509.jpeg,46906,0.529775857925415,2.6279793629812818,original + AVIF-50,original,146344
b1d7cecbb0ad1ee3781aae955f9509.jpeg,109706,0.9824390411376952,1.1236213151514047,original + AVIF-75,original,149360
b1d7cecbb0ad1ee3781aae955f9509.jpeg,109706,0.2255113124847412,1.1236213151514047,original + AVIF-lossless,original,149360
c4f1416c29647f86e8eaac36fee2eb.jpeg,4194,-1.0,1.0,,-1,7157
c4f1416c29647f86e8eaac36fee2eb.jpeg,1256,0.1277880668640136,3.339171974522293,original + WebP-10,original,5000
c4f1416c29647f86e8eaac36fee2eb.jpeg,1768,0.0052289962768554,2.372171945701357,original + WebP-25,original,5497
c4f1416c29647f86e8eaac36fee2eb.jpeg,2544,0.1077668666839599,1.6485849056603774,original + WebP-50,original,6318
c4f1416c29647f86e8eaac36fee2eb.jpeg,3204,1.22648286819458,1.3089887640449438,original + WebP-75,original,6302
c4f1416c29647f86e8eaac36fee2eb.jpeg,16272,0.579707145690918,0.2577433628318584,original + WebP-lossless,original,7328
c4f1416c29647f86e8eaac36fee2eb.jpeg,773,2.356254816055298,5.425614489003881,original + AVIF-10,original,3661
c4f1416c29647f86e8eaac36fee2eb.jpeg,1176,0.1332983970642089,3.566326530612245,original + AVIF-25,original,5221
c4f1416c29647f86e8eaac36fee2eb.jpeg,2680,0.5425460338592529,1.5649253731343284,original + AVIF-50,original,6761
c4f1416c29647f86e8eaac36fee2eb.jpeg,4362,0.5817821025848389,0.9614855570839064,original + AVIF-75,original,6902
c4f1416c29647f86e8eaac36fee2eb.jpeg,4362,1.0782811641693115,0.9614855570839064,original + AVIF-lossless,original,6902
cd2654fae195462fe71a0ec3972e51.jpeg,9072,-1.0,1.0,,-1,24495
cd2654fae195462fe71a0ec3972e51.jpeg,2496,0.0958700180053711,3.6346153846153846,original + WebP-10,original,21993
cd2654fae195462fe71a0ec3972e51.jpeg,3422,0.8222908973693848,2.6510812390414964,original + WebP-25,original,21639
cd2654fae195462fe71a0ec3972e51.jpeg,4808,0.5774798393249512,1.8868552412645592,original + WebP-50,original,21978
cd2654fae195462fe71a0ec3972e51.jpeg,6342,0.1783580780029297,1.4304635761589404,original + WebP-75,original,22258
cd2654fae195462fe71a0ec3972e51.jpeg,45140,6.8623597621917725,0.2009747452370403,original + WebP-lossless,original,26218
cd2654fae195462fe71a0ec3972e51.jpeg,1163,2.0735790729522705,7.800515907136716,original + AVIF-10,original,20858
cd2654fae195462fe71a0ec3972e51.jpeg,1759,0.3766109943389892,5.157475838544627,original + AVIF-25,original,22581
cd2654fae195462fe71a0ec3972e51.jpeg,4784,1.6518640518188477,1.8963210702341136,original + AVIF-50,original,24714
cd2654fae195462fe71a0ec3972e51.jpeg,8576,0.827124834060669,1.0578358208955223,original + AVIF-75,original,25495
cd2654fae195462fe71a0ec3972e51.jpeg,8576,0.5756878852844238,1.0578358208955223,original + AVIF-lossless,original,25495
59ba55e800593e7c7ad0a9d7c92243.jpeg,42446,-1.0,1.0,,-1,126459
59ba55e800593e7c7ad0a9d7c92243.jpeg,8768,0.3734471797943115,4.841012773722627,original + WebP-10,original,97912
59ba55e800593e7c7ad0a9d7c92243.jpeg,12270,1.0922927856445312,3.4593317033414834,original + WebP-25,original,97392
59ba55e800593e7c7ad0a9d7c92243.jpeg,18216,0.2506148815155029,2.330149319279754,original + WebP-50,original,98765
59ba55e800593e7c7ad0a9d7c92243.jpeg,25280,0.3571367263793945,1.6790348101265822,original + WebP-75,original,102608
59ba55e800593e7c7ad0a9d7c92243.jpeg,274538,0.4030368328094482,0.1546088337497905,original + WebP-lossless,original,128399
59ba55e800593e7c7ad0a9d7c92243.jpeg,2906,2.575814962387085,14.606331727460429,original + AVIF-10,original,120818
59ba55e800593e7c7ad0a9d7c92243.jpeg,4389,1.1170387268066406,9.670995670995673,original + AVIF-25,original,122411
59ba55e800593e7c7ad0a9d7c92243.jpeg,13595,1.4068799018859863,3.122177271055535,original + AVIF-50,original,122373
59ba55e800593e7c7ad0a9d7c92243.jpeg,37481,0.2805519104003906,1.1324671166724474,original + AVIF-75,original,124789
59ba55e800593e7c7ad0a9d7c92243.jpeg,37481,1.4931409358978271,1.1324671166724474,original + AVIF-lossless,original,124789
80bcae109ecc2e63a6cf074d2b1dea.jpeg,2486,-1.0,1.0,,-1,3699
80bcae109ecc2e63a6cf074d2b1dea.jpeg,604,1.5471351146697998,4.1158940397351,original + WebP-10,original,3738
80bcae109ecc2e63a6cf074d2b1dea.jpeg,780,1.9450218677520752,3.187179487179487,original + WebP-25,original,3568
80bcae109ecc2e63a6cf074d2b1dea.jpeg,1042,1.109149932861328,2.385796545105566,original + WebP-50,original,3507
80bcae109ecc2e63a6cf074d2b1dea.jpeg,1334,0.0019929409027099,1.863568215892054,original + WebP-75,original,3589
80bcae109ecc2e63a6cf074d2b1dea.jpeg,8070,0.3228600025177002,0.3080545229244114,original + WebP-lossless,original,4122
80bcae109ecc2e63a6cf074d2b1dea.jpeg,520,0.2224869728088379,4.780769230769231,original + AVIF-10,original,3483
80bcae109ecc2e63a6cf074d2b1dea.jpeg,635,0.1627068519592285,3.91496062992126,original + AVIF-25,original,3456
80bcae109ecc2e63a6cf074d2b1dea.jpeg,1205,1.5529818534851074,2.063070539419088,original + AVIF-50,original,3838
80bcae109ecc2e63a6cf074d2b1dea.jpeg,2182,0.3353419303894043,1.139321723189734,original + AVIF-75,original,3971
80bcae109ecc2e63a6cf074d2b1dea.jpeg,2182,0.3181109428405761,1.139321723189734,original + AVIF-lossless,original,3971
b59f367e65da1097cd5a233d144876.jpeg,8141,-1.0,1.0,,-1,4091
b59f367e65da1097cd5a233d144876.jpeg,1290,0.677375078201294,6.310852713178295,original + WebP-10,original,4052
b59f367e65da1097cd5a233d144876.jpeg,1642,0.1072251796722412,4.957978075517661,original + WebP-25,original,3585
b59f367e65da1097cd5a233d144876.jpeg,2336,0.1377530097961425,3.485017123287671,original + WebP-50,original,3441
b59f367e65da1097cd5a233d144876.jpeg,3166,0.820615291595459,2.5713834491471887,original + WebP-75,original,3435
b59f367e65da1097cd5a233d144876.jpeg,25532,0.4700179100036621,0.3188547704840984,original + WebP-lossless,original,4129
b59f367e65da1097cd5a233d144876.jpeg,719,0.8652658462524414,11.322670375521556,original + AVIF-10,original,2747
b59f367e65da1097cd5a233d144876.jpeg,911,1.4351890087127686,8.936333699231614,original + AVIF-25,original,3003
b59f367e65da1097cd5a233d144876.jpeg,1916,0.8880882263183594,4.248956158663883,original + AVIF-50,original,2992
b59f367e65da1097cd5a233d144876.jpeg,5210,1.62391996383667,1.5625719769673705,original + AVIF-75,original,3501
b59f367e65da1097cd5a233d144876.jpeg,5210,1.152876853942871,1.5625719769673705,original + AVIF-lossless,original,3501
d0ecb7ca2675ec96f67f9771420061.jpeg,20186,-1.0,1.0,,-1,47781
d0ecb7ca2675ec96f67f9771420061.jpeg,5022,0.3454630374908447,4.019514137793708,original + WebP-10,original,39327
d0ecb7ca2675ec96f67f9771420061.jpeg,6954,0.3216149806976318,2.902789761288467,original + WebP-25,original,38716
d0ecb7ca2675ec96f67f9771420061.jpeg,10062,1.3518500328063965,2.0061617968594714,original + WebP-50,original,39207
d0ecb7ca2675ec96f67f9771420061.jpeg,13244,1.2700409889221191,1.5241618846270009,original + WebP-75,original,39721
d0ecb7ca2675ec96f67f9771420061.jpeg,109914,0.9886929988861084,0.1836526739086922,original + WebP-lossless,original,47906
d0ecb7ca2675ec96f67f9771420061.jpeg,1973,1.3933680057525637,10.231120121642167,original + AVIF-10,original,34305
d0ecb7ca2675ec96f67f9771420061.jpeg,3204,0.7722539901733398,6.300249687890138,original + AVIF-25,original,38192
d0ecb7ca2675ec96f67f9771420061.jpeg,9499,0.0814049243927002,2.125065796399621,original + AVIF-50,original,43682
d0ecb7ca2675ec96f67f9771420061.jpeg,18931,1.258849859237671,1.0662933812265596,original + AVIF-75,original,46119
d0ecb7ca2675ec96f67f9771420061.jpeg,18931,0.1466660499572754,1.0662933812265596,original + AVIF-lossless,original,46119
a72191d2a37c8e77c4a2390d5dc9d9.jpeg,44868,-1.0,1.0,,-1,70379
a72191d2a37c8e77c4a2390d5dc9d9.jpeg,8282,0.7868950366973877,5.41753199710215,original + WebP-10,original,71569
a72191d2a37c8e77c4a2390d5dc9d9.jpeg,10334,2.3139090538024902,4.341784401006387,original + WebP-25,original,66794
a72191d2a37c8e77c4a2390d5dc9d9.jpeg,14084,0.5623188018798828,3.1857426867367225,original + WebP-50,original,64021
a72191d2a37c8e77c4a2390d5dc9d9.jpeg,18616,0.3308160305023193,2.4101847872797597,original + WebP-75,original,62133
a72191d2a37c8e77c4a2390d5dc9d9.jpeg,271786,0.6879889965057373,0.1650857660070791,original + WebP-lossless,original,75616
a72191d2a37c8e77c4a2390d5dc9d9.jpeg,2852,2.5503950119018555,15.732117812061713,original + AVIF-10,original,45772
