Image Name,Original Size (Bytes),New Size (Bytes),Compression Percentage
36f7167227aa56becf0285272f2aa9.jpeg,9985,3724,62.704056084126194
e73d0c59626be89d9797298d8d6540.jpeg,7994,2639,66.9877408056042
4c710a0768b0ae8a668e598e4cc2d8.jpeg,82979,16915,79.6153243591752
757bcfa3cdec5bfe99157668381e06.jpeg,35648,9455,73.47677289048474
48a1bc1fcebcf331ae3656eda87fc1.jpeg,49550,7733,84.39354187689203
2702e8356fd03174f6fa25426e8768.jpeg,152549,10217,93.30247985893058
38b0e9d45c553de405005203e62a3b.jpeg,20217,6317,68.75401889498937
8f175ae44e847f76b95a2870bff211.jpeg,3381,3889,-15.025140490979005
3942255376240eba682ccc2b080376.jpeg,117944,2899,97.54205385606728
a206b0dd5f67be156d0c00ac8b71ad.jpeg,158629,7472,95.28963808635244
01cb7c88c1d52ae37b5bfbc4107992.jpeg,19421,5914,69.54842696050667
954a37c8dc50ca50bac8de2fa07b6b.jpeg,20032,6509,67.50698881789137
956ac4d7f4db0284380049a13f58f3.jpeg,83941,7408,91.17475369604841
b1e3e23f69f349a75724cb67517f5b.jpeg,43972,13139,70.11962157736743
398720f68a2d0c2946d481215dd29d.jpeg,168176,7718,95.41076015602702
27f4ab2176ba83c2be0fe23edc96cb.jpeg,159839,7915,95.04814219308179
36767830e4378876241f5c9dc53673.jpeg,136849,13079,90.44275076909587
31ab21df0bce4601b7d890d243a8a2.jpeg,25589,7477,70.78041345890813
ba403efea74d5b47b16201b5e22a63.jpeg,161615,4447,97.24839897286762
81927fb2f37b344239ec1227c028aa.jpeg,73692,4644,93.6980947728383
473555c9fb80463a005e0906b65cb3.jpeg,29937,8756,70.75191234926679
88acce9e34a428c0e034839e139927.jpeg,35147,6641,81.10507297920164
374192233d30e1b99f04299e7b798d.jpeg,108869,5226,95.19973546188538
ef59c209f372c961fdc1df4915c77f.jpeg,17307,10211,41.000751141156755
df95a1ab224a2882adc276527435ba.jpeg,207970,19017,90.85589267682839
c18ffe7ae196bbfed638b0d7ba2ea4.jpeg,55067,6699,87.8348194018196
9c7a82054bb94d5c43a9d3d4aad259.jpeg,219124,18250,91.67138241361056
a1b2e23d37be3c7447eaaa07ee1055.jpeg,21177,4493,78.78358596590641
7114c7006a819d6c82008e45e634fe.jpeg,93067,2910,96.87322036812189
75e48ea7d9cc967bd44306fa986f9d.jpeg,22265,3689,83.43139456546149
b774a3df3a32103709121e511a151a.jpeg,9199,4676,49.16838786824654
ad56f8b3f2009a5ab861cb68d3ae27.jpeg,94504,4261,95.49119613984594
b59f367e65da1097cd5a233d144876.jpeg,7965,3497,56.09541745134965
4d0c4810c3da69ac7a0b4d0dcccfd1.jpeg,17260,16376,5.121668597914253
a533b1a4b151cf9f9de88ade3f0418.jpeg,17989,4152,76.91922841736617
db4d2609f6586e4de06bf2b64c1273.jpeg,87285,3366,96.14366729678639
706a5a12af470fbd9fe884c161248a.jpeg,24771,4280,82.72173105647734
07cd4d4d64eed1cd6a26f83788db4b.jpeg,40930,20769,49.25726850720743
f58abf407cc53ca4c764301c46d545.jpeg,57635,3134,94.56233191637025
9138a0cc440fe51968974b25e99592.jpeg,11235,3866,65.5896751223854
4db83cff729f8f3a8decec15823535.jpeg,29666,11352,61.73397154992247
b563596c4ef18869ab0cbaa63afb46.jpeg,256477,6323,97.53467172495
728d1d71d8b30d3892ee7969e90eef.jpeg,105580,5247,95.03030877060048
83137296ae78503be3a5e9248f5124.jpeg,28932,9485,67.21623116272639
a5de976f5c1bbfe92beb6c1ca2eeda.jpeg,18412,6037,67.21160112969801
bc5fb4d22beca047b2e6d0c2dda37e.jpeg,19661,4307,78.09368801180001
d0b014900c5fbbc5d9a0432b4a8a50.jpeg,494378,8037,98.37432086379249
4b49d99777cf04f65c2af5295b89c5.jpeg,24072,22704,5.682951146560322
9e60c332fc081568bd56db19f29f35.jpeg,20092,5576,72.24766076050169
8cc7043686471c5ea39c15c27a201d.jpeg,295402,17820,93.96754253525704
86ba5a5040211bc09f2850c901b79d.jpeg,38120,4214,88.94543546694649
c091abec9381cd1e4ddb9ff8d87ab2.jpeg,42641,6467,84.83384536009943
ad8b45479615a6782d5c9cf622f599.jpeg,60942,10937,82.0534278494306
bebed2bdbb384ed9041712351a4821.jpeg,14002,4546,67.53320954149406
97948de25cd511ea524f64d4377535.jpeg,41448,11759,71.62951167728238
567dace3c0ed28c088480bde787f28.jpeg,93366,7356,92.12132896343422
9082c6488ec5bbdaf59e9f754b8c23.jpeg,41607,9068,78.20559040546063
afd52b77fbc04ef77626c6a7f9272c.jpeg,92714,9940,89.27885756196476
c66c3ccd3001742359281b1732c585.jpeg,7384,5077,31.24322860238353
4bf60fb6ca86590874f24f82a64461.jpeg,123792,20480,83.45611994313042
de47e588075527310ed510341a4b19.jpeg,27947,4110,85.29359144094178
38066a017269a7d4d976db4777423b.jpeg,2223002,6758,99.69599667476683
c9342248f9d1553ffaf9f9f369c60b.jpeg,136235,7512,94.4859984585459
e955fca5b91233687514b805535505.jpeg,18452,5820,68.4587036635595
8e5dbe1ea15e69e2d7845c53d578c9.jpeg,38101,14380,62.25820844597254
d4e26acadef73b1deb3fe05432e2a9.jpeg,69392,6177,91.0983975097994
b36d84880dc3193f532041efb29bfa.jpeg,54670,8320,84.78141576733125
6d5b8915e1413cd9a9c7bf3e54423c.jpeg,105306,18250,82.66955349172886
061e0fba185985f3e741e1d493d66d.jpeg,85723,9527,88.88629655984975
184185c08043db25e16c09417be7a1.jpeg,285818,7567,97.35251103849303
0e5078759880588509230afa46f1a8.jpeg,33931,5505,83.77589814623796
fe34c128f92d908ebfd9684efef876.jpeg,42898,5020,88.29782274231898
341d762121aee4ce5741f08c950cb0.jpeg,43348,9321,78.49727784442189
44a191c274d71f55bd9733c4b45f51.jpeg,70063,6922,90.12032028317371
05127c6d7a5d11b6946597d637b04c.jpeg,6230,3027,51.41252006420546
6b03fbe27cbaa24b04b3f477612940.jpeg,377343,26198,93.05724499990724
1fc81747dff0a150de17a27170c757.jpeg,21335,5286,75.22381063979377
10bb1cefde0086e4560b7727e03e66.jpeg,125529,4236,96.62548096455798
a196ed4d115d6687b3817c641d7535.jpeg,24433,5458,77.66135963655711
57868385363b1c9708576e21e8772c.jpeg,12257,3054,75.08362568328302
d98e484bc36f17fde51ad1c29176eb.jpeg,37929,7259,80.86160984998287
c740a138b38fe11602a597b5fafdff.jpeg,17821,6317,64.55305538409742
897768aae419f03a3ddbb03cbfbf8f.jpeg,35462,7210,79.66837741808132
ae0f60227d169a44dc6958a0512ffe.jpeg,13526,4992,63.09330178914683
dac78645ca9dc727fda34362bea9d0.jpeg,315523,8222,97.39416777857716
6b10fb0543706b297b651800459c76.jpeg,73184,28687,60.80154132050721
93d0427bc855bf1e041e8de2e19cb0.jpeg,15580,5779,62.90757381258023
24e8c0a4271a33ed65d933ba21d76d.jpeg,18583,5612,69.80035516332131
9513d67a644d01a23c2a2fb2353905.jpeg,89662,5672,93.67402020923022
af4effdf64556a17fa25e7b3ea8e9a.jpeg,60923,6814,88.81538991842162
21653066c5cdcee67c427d34dd374b.jpeg,30064,9036,69.944119212347
ecba4ec9b8f39d3d01b2baa74fb0b2.jpeg,44814,8474,81.09073057526666
47e899c25a7331ada5b2cb283e0f04.jpeg,75522,7411,90.18696538756919
cc63c5a21a62f140b0b61ed5975b3f.jpeg,9683,2213,77.14551275431167
8399a6b52930be05af8503bcf3c44d.jpeg,188981,8508,95.49796011239225
649293157176e3777e31183459252d.jpeg,37216,8354,77.55266552020636
d2abab2391faca6e0a4d42fa724347.jpeg,76223,7549,90.09616519948047
975c1e655d36e3943adb1bacb1c765.jpeg,17594,4387,75.06536319199726
475a5995f88415fc631919321f7ddd.jpeg,19679,7894,59.886173077900295
30fe884fab311b9ee115846d22c868.jpeg,7006,2617,62.646303168712535
090a096982526df31221c2b7571464.jpeg,61931,6972,88.74230999015033
6e749aa9a57f8957808337c3da18e9.jpeg,364189,12223,96.64377562199846
c98d7443de705f24d0767cd4139578.jpeg,25510,6800,73.343786750294
64a64cd4e62ec68c8645c9156e8401.jpeg,257252,7009,97.27543420459315
a33fe425e4e6277dadef606e30d8c6.jpeg,29203,7943,72.80073965003595
a31548cc2c5fe374650cb62e81250d.jpeg,50785,6121,87.94722851235602
13d25c4fd7b7cebe50081a309dc7d7.jpeg,2179343,5565,99.74464781358418
b7243401f71fd755997d6f6b227585.jpeg,78295,12252,84.35149115524618
ef9274124e380e290919443bf3b09e.jpeg,5897,2738,53.56961166694929
b71360746d2bc0ab21467ce727a69b.jpeg,43992,14937,66.04609929078013
e91ceb7bed9596d61df652f6172a06.jpeg,1001312,5959,99.40488079639513
f9ee9df5c5546c1f3926197e640598.jpeg,126277,10566,91.63268053564782
7127c2ec39aba0be5757c0a63556cb.jpeg,23740,8178,65.55181128896376
a95a9d75ad862c0d190d4ca2a39b71.jpeg,41124,6909,83.19959147942807
5588657b2378acb24447aa68c9d858.jpeg,29221,6781,76.7940864446802
b73358868d92f6658a0e9a2767b7ac.jpeg,104070,6684,93.5773998270395
3a4a82bd215f82d43fa62f349b547f.jpeg,8364,2934,64.92109038737446
dffc421473890a93129eb8364b4fd9.jpeg,158131,22730,85.6258418652889
48422908c230df078e3618f406f32a.jpeg,108521,10380,90.43503100782337
bbfa45c24b09545163f99900eeac45.jpeg,23251,8121,65.07247000129026
fe3f99e5fdcc3631f6130a1d4bea11.jpeg,9248,3378,63.47318339100346
97d0d4564e57d6c91d4cbfdd9b908b.jpeg,3389,2232,34.139864266745356
77f380a5fecbf6ee4aa270cdc6bb3a.jpeg,34555,4122,88.07119085515845
0826a8037100ac478013c0f597ede9.jpeg,33133,5450,83.55114236561735
1f4d1f6babc922acc25d10b570c199.jpeg,39380,7353,81.32808532249874
87803a3642ddce011539fa5db37359.jpeg,8551,3837,55.128055198222434
35e1d9ec030952093423cc44c39dc1.jpeg,166876,7022,95.79208514106283
684a67bf8298fa51b7c3b2721931fa.jpeg,666953,7550,98.86798619992713
96c9c08464725bf8bfe43c1968bff0.jpeg,97022,10531,89.14576075529261
b7a4207cdf4b3bd914c53c901bb8b9.jpeg,77809,6985,91.02288938297626
e5fa70a53842e9b3c732ecb8c59eed.jpeg,73750,8033,89.10779661016949
a6f647bf79c0fc2142f8243f1547b2.jpeg,70239,5465,92.21942225828955
df78dd9159baae83fe83a4b4236286.jpeg,167405,6577,96.07120456378244
fb1fa91755924c1d18b3b194fe7252.jpeg,16934,3764,77.7725286406047
ce74fbe2c06579fd3225c2e0625570.jpeg,124036,7589,93.88161501499565
5fe6ad9f129b055cc7ef83d4ecbf54.jpeg,15763,15842,-0.50117363446045
e6bba259709b4f3e13fdf6d35b61a4.jpeg,112331,6342,94.35418539850976
11709219dd856175ada5aa2b2f067f.jpeg,49343,6413,87.0032223415682
599ea77e32927289fb707902dc578d.jpeg,55610,5708,89.73565905412696
30bedb86e1da4e1098f45045423809.jpeg,3878,2036,47.498710675605984
6c035254d5c9da42075df2b036a800.jpeg,410805,44421,89.18684047175667
be4a2fae78f7ca9e723c6916e19e39.jpeg,48195,14917,69.04865649963689
9c60e3842a119f739b29f1912286be.jpeg,89439,16333,81.73839152942229
17299c51e7a894776c4f2d26de1432.jpeg,3220407,8213,99.74497012334155
9820a52938beead2719e6e130841ba.jpeg,46289,8798,80.99332454794876
0a8c8eb6240b5dee76e39c6be41902.jpeg,110727,6948,93.7251076973096
a29606abaff717569e45c7f7aa110b.jpeg,21316,7153,66.44304747607431
784e77c1f0815c4b12f7c378573c36.jpeg,17629,5848,66.82738669238186
d63ffc14f932dab4384ce6a206fce2.jpeg,20323,6224,69.3746002066624
9e874339ef3121c38247666f889135.jpeg,43200,6824,84.20370370370371
4f5d926b42811e6cbb32c6b088917b.jpeg,35042,18361,47.60287654814223
13aff3a9ec35cf9bf611576cffc0db.jpeg,14669,3800,74.09503033608289
bb9dda6467cade7f37bc929ff0f653.jpeg,116746,11790,89.90115293029312
7484dde8511081afc354db8dfbd9db.jpeg,81805,7888,90.35755760650326
931cc477229a63eaf9f7019a2082c7.jpeg,63525,7302,88.50531286894923
67240656c419680d268f8e9364ee46.jpeg,9839,3201,67.46620591523529
268c0c66d33ca4535f453775666661.jpeg,28155,12018,57.31486414491209
a5671785c1c06d96bf6c8a5adbbf68.jpeg,27240,6612,75.72687224669603
a0dca35e9d6aa5c106ad30ef18dffb.jpeg,179135,9462,94.71795014932873
59223e14c3773f462fa393d2373750.jpeg,24364,2280,90.64193071745198
e8c8a8539e01aea3a2755fd458fa12.jpeg,20685,6342,69.34010152284264
5151c35d006efdbb97c82bd4985609.jpeg,10277,6234,39.340274399143716
8ed82758127f892bb202eac1c32f03.jpeg,30831,8079,73.79585482144594
98a18ce799e2d1dc60d69efe8248c2.jpeg,68828,5461,92.06572906375312
b81c4d4c87b6cc9bafc3c940b38fce.jpeg,41729,6591,84.20522897744974
c0dde437d309738fd12baaf368303b.jpeg,137385,12642,90.79812206572771
5c6cd8437b9b4d161c994e4685123e.jpeg,450344,18068,95.98795587373208
6d269f7d6a0909efaa86f3736eac2b.jpeg,32336,34467,-6.590178129638802
50d6eab81207a7a2478688295b503b.jpeg,64094,5186,91.90875901020377
ad93fdd8c75a8f0b5834a928ce064b.jpeg,75882,6795,91.04530718747529
8ce7fd1c97d83e4e3f189a56d125d3.jpeg,111170,19656,82.31897094539895
07726f9c585b7603a68bfa22b536e7.jpeg,40144,6621,83.50687524910323
bad674668ac2acfa4d397678b0bf55.jpeg,57701,7206,87.51148160343841
e9bd21329390859590b27ed130d49d.jpeg,75075,5188,93.08957708957709
b00917d77ceeb349ccb9fc69113729.jpeg,681884,7380,98.91770447759443
d2b8cbf8d987b1ae56a3bc02ec0a8f.jpeg,6829,2772,59.408405330209405
29af01a7475e1756f914f7078b17e1.jpeg,14475,5093,64.81519861830742
175b58170313fdc4fa01ce33323818.jpeg,82535,7457,90.96504513236809
8d718ef8267107bc43cfec17c42dff.jpeg,23101,15855,31.366607506168563
5af6cc6207aa2e35e876d323dcec2c.jpeg,19143,20447,-6.811889463511456
ab503b02b521e1342621d896dd4d37.jpeg,84161,7832,90.69402692458503
99aef4d1f46e2a900787d2b86896e7.jpeg,112413,6378,94.32627898908488
fae2535fe62966d86713228aa97259.jpeg,823935,7257,99.11922663802363
bce3bfcb84f97d50a4c4cc6e4b761e.jpeg,120725,10830,91.02919859184097
97c09ebeff39655221437ea324013e.jpeg,145488,7546,94.81331793687453
ba42bec29b3caed7d3bba465fc5b10.jpeg,60310,5442,90.97662079257172
3adf8105b269c0fcf7663d6e674b6b.jpeg,9824,5573,43.271579804560254
cd0bb7b02b7f483763ce138e713e5d.jpeg,34944,7664,78.06776556776556
